,Sentence,Inhibitors,Promoters
1146,"in mature neurons, increasing camp reverses this effect, and attenuates inhibitory signaling derived from molecules in cns myelin and the glial scar [18].",,camp (promoter) 
1147,understanding the mechanisms underlying camp production may be vital for the development of therapeutic strategies to address regenerative failure in cns injury.,,camp (promoter) 
1148,"the induction of neurite outgrowth by camp can be divided into 2 phases, the first acting at the growth cone/axonal tip and the second at the cell body and nucleus, inducing transcriptional changes that sustain neurite outgrowth [20,21].",,camp (promoter) 
1149,"the ability of camp to influence growth cone directionality was first observed in experiments utilizing extracellular, cell-permeable, camp gradients, which induced turning and directional attraction of growth cones [24].",,camp (promoter) 
1150,"when a gradient of cell-permeable camp was replaced with a bath application, modulation of responses to other signaling molecules (see below) was observed [25].",,camp (promoter) 
1151,"in some cases, axons were even found to exhibit opposite reactions to guidance cues when camp was present versus absent, indicating a potent role of camp signaling in the intrinsic regulation of neuronal growth responses [26].",,camp (promoter) 
1152,what are the cues being modulated by camp and how does camp exert these effects?,,camp (promoter) 
1153,"while ngf was the first discovered, and arguably most heavily studied neurotrophin, it may not be the best surrogate from which to infer a role for camp in neurotrophin signaling.",,camp (promoter) 
1154,"trka is specific for ngf, trkb binds both bdnf and nt4/5, and trkc binds nt3 [33].",bdnf (inhibitor) ,
1155,"additionally, ‘priming’ neurons via pre-treatment with bdnf overcomes inhibitory cues in cns myelin in a camp-dependent manner [39,40].",bdnf (inhibitor) ,
1156,the ability of trkb ligands to modify regenerative capacity is consistent with the theory that camp is important in mediating growth and regenerative capacity of neurons.,,camp (promoter) 
1157,"ngf activation of rap1 has been suggested to be dependent on protein kinase a (pka) activation, which requires camp [45,46], albeit whether ngf-dependent neurite extension is camp-dependent is controversial [49].",,camp (promoter) 
1158,"however, synergistic effects of camp and ngf on signaling and neurite outgrowth have been observed [50], and ngf-dependent neurite outgrowth is not supported when ngf is replaced by camp [51], which confirms that distinct signaling pathways exist for ngf and camp.",,camp (promoter) 
1159,"the role of camp in the nucleus-mediated promotion of neurite outgrowth has been most closely tied to phosphorylation of camp response element binding protein (creb) [52,53].",,camp (promoter) 
1160,"increased intracellular camp leads to phosphorylation of creb, which is critical for the transcriptional programs needed for neuritogenesis [54].",,camp (promoter) 
1161,"interestingly, these effects mirror the response of neurons pre- treated with exogenous bdnf and/or camp [18,53].",bdnf (inhibitor) ,camp (promoter) 
1162,"in the eye, spontaneous retinal activity is required for proper development, and this spontaneous activity results in increased intracellular calcium and camp [57].",,camp (promoter) 
1163,damaged mature neurons have both decreased spontaneous electrical activity and decreased camp and calcium influx.,,camp (promoter) 
1164,camp levels further supports the importance of camp signaling as a therapeutic target for cns regeneration.,,camp (promoter) 
1165,how is camp produced?,,camp (promoter) 
1166,"in addition to signaling in response to extracellular stimuli at the plasma membrane, tmacs also can continue camp production even after clearance from the plasma membrane associated with uptake and trafficking of membrane-derived endosomes [59,60].",,camp (promoter) 
1167,"while sac is most readily detectable in testis where it has a role in sperm maturation [61], bicarbonate-stimulated camp production has been observed in most other tissues and is thought to be associated with intracellular organelles like the mitochondrion and the nucleus [62].",,camp (promoter) 
1168,"tmac-catalyzed camp production appears to operate via distinct signaling pathways in synergy with ngf-dependent signaling, as demonstrated in pacap signaling studies [50].",,camp (promoter) 
1169,"a role for sac in the signaling by trkb ligands, bdnf and nt-4/5, is also supported: for example, trafficking and phosphorylation of trkb has been shown to be camp-dependent [36,99], and the same intrinsic growth states associated with bdnf attraction by growth cones [100] has been shown to increase neuronal survival and regeneration [101].",bdnf (inhibitor) ,
1170,"however, forskolin is a strong tmac agonist that could result in non- physiological levels of camp that overwhelm normal intracellular camp compartmentation.",,camp (promoter) 
1171,"additionally, a novel role for sac has been recently documented in the priming effect of bdnf on primary neurons which overcomes inhibition by cns myelin [102].",bdnf (inhibitor) ,
1172,in that paper it was shown that the benefit of bdnf pre-treatment was lost when sac function was disrupted via pharmacologic inhibition or genetic silencing.,bdnf (inhibitor) ,
1173,"it was previously appreciated that camp promotes regeneration, so the degree to which this effect is specific to sac or any other source of camp remains to be studied in future work on sac function in neuronal regeneration.",,camp (promoter) 
1174,increase camp restore netrin-1 responsiveness in a manner similar to the enhanced survival and neurite outgrowth of camp-rich immature neurons [15].,,camp (promoter) 
1175,"damaged mature neurons may not exhibit the same spontaneous electrical activity, and this could explain a decrease in camp observed after injury, although acutely there may be other situations when there is an increase in calcium influx after injury [108].",,camp (promoter) 
1176,"that there was no decrease in survival and axonal extension in rgcs from the double knockout of the calcium-sensitive tmacs, ac1 and ac8, supports the hypothesis that sac is a primary contributor to the activity- and calcium-dependent elevation of camp and promotion of of axon growth (fig.",,camp (promoter) 
1177,prior exposure to neurotrophins blocks inhibition of axonal regeneration by mag and myelin via a camp-dependent mechanism.,mag (inhibitor)  mag (inhibitor) ,
1178,neurotrophins elevate camp to reach a threshold required to overcome inhibition by mag through extracellular signal-regulated kinase-dependent inhibition of phosphodiesterase.,mag (inhibitor) ,camp (promoter) 
1179,imaging of camp levels and protein kinase a activity reveals that retinal waves drive oscillations in second- messenger cascades.,,camp (promoter) 
1180,"kamenetsky m, middelhaufe s, bank em, levin lr, buck j, steegborn c. molecular details of camp generation in mammalian cells: a tale of two systems.",,camp (promoter) 
1181,"halm st, zhang j, halm dr. beta-adrenergic activation of electrogenic k+ and cl- secretion in guinea pig distal colonic epithelium proceeds via separate camp signaling pathways.",,camp (promoter) 
1182,bicarbonate- responsive “soluble” adenylyl cyclase defines a nuclear camp microdomain.,,camp (promoter) 
1183,"tresguerres m, levin lr, buck j. intracellular camp signaling by soluble adenylyl cyclase.",,camp (promoter) 
1184,depolarization and camp elevation rapidly recruit trkb to the plasma membrane of cns neurons.,,camp (promoter)  camp (promoter) 
1185,"figure 3. sac has been linked to various neurotrophic signaling events in the growth cone camp production, and subsequent protein kinase a (pka) activation, by tmacs such as that stimulated by pacap, has been shown to be distinct from other neurotrophic signaling pathways.",,camp (promoter) 
1186,"however, sac-mediated production of camp has been shown to be important for",,camp (promoter) 
1187,"sac also mediates neurite outgrowth and growth cone guidance mediated by netrin, and sac function also increases the neuronal response to netrin binding to the deleted in colorectal cancer (dcc) receptor.",,netrin (promoter) 
1188,"interestingly, both netrin and ngf cause localized influx of calcium, which also activates sac.",,netrin (promoter) 
1189,"with injury or disease, an increase in cspg expression is commonly observed close to lesioned areas.",cspg (inhibitor) ,
1190,"however, these cspg deposits form a substantial barrier to regeneration and are largely responsible for the inability to repair damage in the brain and spinal cord.",cspg (inhibitor) ,
1191,"this review discusses the role of cspgs as inhibitors, the role of inflammation in stimulating cspg expression near site of injury, and therapeutic strategies for overcoming the inhibitory effects of cspgs and creating an environment conducive to nerve regeneration.",cspg (inhibitor) ,
1192,"it is important to understand that upregulation of cspg expression in response to an insult is thought to be a protective mechanism, an attempt to wall  off the area of damage and limit its spread [12–15].",cspg (inhibitor) ,
1193,"it follows then that one therapeutic approach to enhance cns repair involves modulation of cspg expression, which can change the cellular environment to allow for neural regeneration.",cspg (inhibitor) ,
1194,"among the many cspg molecules expressed in the cns are the lectican group, which include aggrecan, three forms of versican (v0, v1, and v2), neurocan, and brevican (figure 1).",cspg (inhibitor) ,
1195,neuron-glial antigen 2 (ng2) is a unique  cspg that lacks sequence homology to other known  cspgs.,cspg (inhibitor) ,
1196,"it has been demonstrated that a cspg molecule can be either inhibitory or permissive for axonal growth,",cspg (inhibitor) ,
1197,"in the healthy adult nervous system, the soma and proximal dendrites of certain neurons are surrounded by a cspg rich structure known as a perineuronal net.",cspg (inhibitor) ,
1198,"in terms of general cspg expression patterns, white matter is rich in versican and neurocan, while brevican can be found throughout the cns, and ng2 is found expressed among meningeal cells, blood vessels, and opcs [27].",cspg (inhibitor) ,
